step,sim_time_s,active_nodes,links,delivery_ratio,avg_delay_s,avg_hops,avg_path_len,route_updates,convergence_s,avg_link_util,generated,delivered,drop_no_route,drop_loss,drop_broken,in_flight
0,5.0,105,641,0.00000,0.00000,0.000,3.000,0,-1.00,0.00002,15,0,0,0,0,15
1,10.0,105,640,1.00000,5.00000,1.000,3.150,134,-1.00,0.00002,30,1,0,0,0,29
2,15.0,105,641,1.00000,8.00000,1.600,3.150,508,-1.00,0.00002,45,5,0,0,0,40
3,20.0,105,641,0.92857,8.46154,1.692,3.325,338,-1.00,0.00002,60,13,0,1,0,46
4,25.0,105,641,0.90323,11.78571,2.357,3.051,496,-1.00,0.00002,75,28,1,2,0,44
5,30.0,105,644,0.88679,13.93617,2.787,3.050,243,-1.00,0.00002,90,47,1,5,0,37
6,35.0,105,646,0.90909,13.66667,2.733,3.000,231,-1.00,0.00002,105,60,1,5,0,39
7,40.0,105,646,0.88889,13.54167,2.708,2.975,292,-1.00,0.00002,120,72,2,7,0,39
8,45.0,105,648,0.90110,13.84146,2.768,3.154,187,-1.00,0.00002,135,82,2,7,0,44
9,50.0,105,648,0.91346,13.73684,2.747,2.872,118,-1.00,0.00002,150,95,2,7,0,46
10,55.0,105,645,0.92500,14.00901,2.802,2.975,421,-1.00,0.00002,165,111,2,7,0,45
11,60.0,105,642,0.93284,14.16000,2.832,2.950,359,-1.00,0.00002,180,125,2,7,0,46
12,65.0,105,642,0.92053,14.42446,2.885,2.700,369,-1.00,0.00002,195,139,2,10,0,44
13,70.0,105,638,0.91124,14.70779,2.942,3.100,320,-1.00,0.00002,210,154,2,13,0,41
14,75.0,105,638,0.91160,14.75758,2.952,2.850,536,-1.00,0.00002,225,165,2,14,0,44
15,80.0,105,639,0.91192,14.74432,2.949,3.000,353,-1.00,0.00002,240,176,2,15,0,47
16,85.0,105,640,0.91981,14.79487,2.959,3.275,150,-1.00,0.00002,255,195,2,15,0,43
17,90.0,105,638,0.91150,14.70874,2.942,2.825,294,-1.00,0.00002,270,206,2,18,0,44
18,95.0,105,638,0.90984,14.81982,2.964,3.075,116,-1.00,0.00002,285,222,2,20,0,41
19,100.0,105,637,0.91016,14.95708,2.991,3.100,257,-1.00,0.00002,300,233,2,21,0,44
20,105.0,105,635,0.91481,15.02024,3.004,2.800,193,-1.00,0.00002,315,247,2,21,0,45
21,110.0,105,635,0.91608,15.03817,3.008,3.275,292,-1.00,0.00002,330,262,2,22,0,44
22,115.0,105,635,0.91554,15.05535,3.011,3.300,155,-1.00,0.00002,345,271,2,23,0,49
23,120.0,105,637,0.92063,15.05172,3.010,2.925,437,-1.00,0.00002,360,290,2,23,0,45
24,125.0,105,637,0.92470,14.96743,2.993,3.225,120,-1.00,0.00002,375,307,2,23,0,43
25,130.0,105,637,0.92507,14.92212,2.984,3.150,362,-1.00,0.00002,390,321,2,24,0,43
26,135.0,105,638,0.92329,14.97033,2.994,2.725,244,-1.00,0.00002,405,337,2,26,0,40
27,140.0,105,639,0.92063,14.97126,2.994,3.275,167,-1.00,0.00002,420,348,2,28,0,42
28,145.0,105,638,0.92112,14.98619,2.997,3.100,182,-1.00,0.00002,435,362,2,29,0,42
29,150.0,105,637,0.92176,14.89390,2.979,3.125,330,-1.00,0.00002,450,377,2,30,0,41
30,155.0,105,637,0.92453,14.93622,2.987,2.800,367,-1.00,0.00002,465,392,2,30,0,41
31,160.0,105,633,0.92045,14.96296,2.993,3.025,289,-1.00,0.00002,480,405,2,33,0,40
32,165.0,105,633,0.92088,14.91647,2.983,3.075,582,-1.00,0.00002,495,419,2,34,0,40
33,170.0,105,637,0.91845,14.92991,2.986,3.150,238,-1.00,0.00002,510,428,2,36,0,44
34,175.0,105,638,0.91770,14.95516,2.991,3.225,457,-1.00,0.00002,525,446,2,38,0,39
35,180.0,105,637,0.91566,14.93421,2.987,3.100,315,-1.00,0.00002,540,456,2,40,0,42
36,185.0,105,639,0.91552,14.92489,2.985,2.875,230,-1.00,0.00002,555,466,2,41,0,46
37,190.0,105,639,0.91841,14.93802,2.988,3.225,94,-1.00,0.00002,570,484,2,41,0,43
38,195.0,105,637,0.92081,14.92000,2.984,2.925,206,-1.00,0.00002,585,500,2,41,0,42
39,200.0,105,636,0.92252,14.91211,2.982,3.050,331,-1.00,0.00002,600,512,2,41,0,45
40,205.0,105,635,0.92000,14.91493,2.983,3.275,156,-1.00,0.00002,615,529,2,44,0,40
41,210.0,105,634,0.91823,14.94434,2.989,3.275,293,-1.00,0.00002,630,539,2,46,0,43
42,215.0,105,633,0.91960,14.95446,2.991,3.000,328,-1.00,0.00002,645,549,2,46,0,48
43,220.0,105,634,0.91558,14.99113,2.998,3.375,244,-1.00,0.00002,660,564,2,50,0,44
44,225.0,105,635,0.91352,14.87952,2.976,3.050,237,-1.00,0.00002,675,581,2,53,0,39
45,230.0,105,637,0.91172,14.92487,2.985,2.975,169,-1.00,0.00002,690,599,2,56,0,33
46,235.0,105,637,0.91291,14.93421,2.987,3.075,144,-1.00,0.00002,705,608,2,56,0,39
47,240.0,105,639,0.91311,14.87097,2.974,2.850,321,-1.00,0.00002,720,620,2,57,0,41
48,245.0,105,639,0.91286,14.78873,2.958,3.103,343,-1.00,0.00002,735,639,3,58,0,35
49,250.0,105,637,0.91036,14.81538,2.963,3.275,376,-1.00,0.00002,750,650,4,60,0,36
50,255.0,105,637,0.90797,14.81089,2.962,3.179,469,-1.00,0.00002,765,661,5,62,0,37
51,260.0,105,638,0.90946,14.81426,2.963,2.925,324,-1.00,0.00002,780,673,5,62,0,40
52,265.0,105,639,0.90993,14.81077,2.962,2.825,311,-1.00,0.00002,795,687,5,63,0,40
53,270.0,105,640,0.90661,14.79971,2.960,3.128,282,-1.00,0.00002,810,699,6,66,0,39
54,275.0,105,645,0.90629,14.79462,2.959,3.308,279,-1.00,0.00002,825,706,6,67,0,46
55,280.0,105,647,0.90715,14.84094,2.968,3.125,178,-1.00,0.00002,840,723,6,68,0,43
56,285.0,105,645,0.90617,14.84332,2.969,3.026,205,-1.00,0.00002,855,734,6,70,0,45
57,290.0,105,644,0.90568,14.85314,2.971,2.725,288,-1.00,0.00002,870,749,7,71,0,43
58,295.0,105,643,0.90319,14.84967,2.970,2.795,244,-1.00,0.00002,885,765,8,74,0,38
59,300.0,105,640,0.90349,14.83912,2.968,3.000,200,-1.00,0.00002,900,777,8,75,0,40
60,305.0,105,640,0.90579,14.81830,2.964,2.975,365,-1.00,0.00002,915,798,8,75,0,34
61,310.0,105,639,0.90572,14.78315,2.957,3.179,218,-1.00,0.00002,930,807,8,76,0,39
62,315.0,105,639,0.90608,14.76220,2.952,2.846,618,-1.00,0.00002,945,820,8,77,0,40
63,320.0,105,639,0.90564,14.73054,2.946,3.333,199,-1.00,0.00002,960,835,9,78,0,38
64,325.0,105,639,0.90578,14.75768,2.952,2.658,149,-1.00,0.00002,975,846,10,78,0,41
65,330.0,105,640,0.90648,14.73036,2.946,3.000,168,-1.00,0.00002,990,853,10,78,0,49
66,335.0,105,641,0.90795,14.78687,2.957,2.975,227,-1.00,0.00002,1005,868,10,78,0,49
67,340.0,105,641,0.90769,14.82486,2.965,3.368,232,-1.00,0.00002,1020,885,10,80,0,45
68,345.0,105,644,0.90616,14.81626,2.963,3.051,270,-1.00,0.00002,1035,898,11,82,0,44
69,350.0,105,647,0.90424,14.79258,2.959,3.378,396,-1.00,0.00002,1050,916,11,86,0,37
70,355.0,105,649,0.90509,14.80000,2.960,3.154,294,-1.00,0.00002,1065,925,11,86,0,43
71,360.0,105,648,0.90664,14.81953,2.964,2.925,491,-1.00,0.00002,1080,942,11,86,0,41
72,365.0,105,652,0.90779,14.79581,2.959,2.950,305,-1.00,0.00002,1095,955,11,86,0,43
73,370.0,105,650,0.90637,14.80372,2.961,2.800,229,-1.00,0.00002,1110,968,11,89,0,42
74,375.0,105,649,0.90683,14.82706,2.965,3.150,275,-1.00,0.00002,1125,983,11,90,0,41
75,380.0,105,646,0.90537,14.81910,2.964,3.300,182,-1.00,0.00002,1140,995,11,93,0,41
76,385.0,105,648,0.90541,14.81095,2.962,3.200,299,-1.00,0.00002,1155,1005,11,94,0,45
77,390.0,105,646,0.90667,14.83333,2.967,3.100,195,-1.00,0.00002,1170,1020,11,94,0,45
78,395.0,105,642,0.90702,14.84043,2.968,3.050,445,-1.00,0.00002,1185,1034,11,95,0,45
79,400.0,105,642,0.90720,14.86616,2.973,3.100,211,-1.00,0.00002,1200,1046,11,96,0,47
80,405.0,105,641,0.90692,14.82109,2.964,3.200,523,-1.00,0.00002,1215,1062,11,98,0,44
81,410.0,105,641,0.90817,14.85622,2.971,2.900,366,-1.00,0.00002,1230,1078,11,98,0,43
82,415.0,105,641,0.90856,14.85819,2.972,2.650,195,-1.00,0.00002,1245,1093,11,99,0,42
83,420.0,105,640,0.90954,14.87794,2.976,3.075,316,-1.00,0.00002,1260,1106,11,99,0,44
84,425.0,105,640,0.90968,14.86583,2.973,3.350,322,-1.00,0.00002,1275,1118,11,100,0,46
85,430.0,105,641,0.91077,14.88526,2.977,3.175,223,-1.00,0.00002,1290,1133,11,100,0,46
86,435.0,105,642,0.91197,14.87391,2.975,3.325,159,-1.00,0.00002,1305,1150,11,100,0,44
87,440.0,105,643,0.91294,14.87543,2.975,2.925,288,-1.00,0.00002,1320,1164,11,100,0,45
88,445.0,105,648,0.91176,14.88964,2.978,3.150,326,-1.00,0.00002,1335,1178,11,103,0,43
89,450.0,105,643,0.91174,14.89899,2.980,2.950,357,-1.00,0.00002,1350,1188,11,104,0,47
90,455.0,105,648,0.91185,14.90833,2.982,3.000,423,-1.00,0.00002,1365,1200,11,105,0,49
91,460.0,105,644,0.91031,14.91379,2.983,3.300,315,-1.00,0.00002,1380,1218,11,109,0,42
92,465.0,105,642,0.91111,14.93902,2.988,3.200,330,-1.00,0.00002,1395,1230,11,109,0,45
93,470.0,105,642,0.91155,14.95188,2.990,2.950,122,-1.00,0.00002,1410,1247,11,110,0,42
94,475.0,105,640,0.91087,14.94829,2.990,2.850,225,-1.00,0.00002,1425,1257,11,112,0,45
95,480.0,105,639,0.91149,14.95301,2.991,2.875,246,-1.00,0.00002,1440,1277,11,113,0,39
96,485.0,105,640,0.91185,14.93426,2.987,3.200,342,-1.00,0.00002,1455,1293,11,114,0,37
97,490.0,105,640,0.91213,14.91208,2.982,2.925,214,-1.00,0.00002,1470,1308,11,115,0,36
98,495.0,105,640,0.91148,14.90137,2.980,2.975,318,-1.00,0.00002,1485,1318,11,117,0,39
99,500.0,105,641,0.91140,14.89073,2.978,3.225,533,-1.00,0.00002,1500,1327,11,118,0,44
100,505.0,105,641,0.91113,14.86597,2.973,3.025,222,-1.00,0.00002,1515,1343,11,120,0,41
101,510.0,105,644,0.91135,14.86367,2.973,3.125,392,-1.00,0.00002,1530,1357,11,121,0,41
102,515.0,105,647,0.91079,14.89035,2.978,3.000,171,-1.00,0.00002,1545,1368,11,123,0,43
103,520.0,105,646,0.91095,14.86966,2.974,3.075,229,-1.00,0.00002,1560,1381,11,124,0,44
104,525.0,105,649,0.91134,14.87124,2.974,3.225,221,-1.00,0.00002,1575,1398,11,125,0,41
105,530.0,105,652,0.91203,14.87234,2.974,3.025,245,-1.00,0.00002,1590,1410,11,125,0,44
106,535.0,105,654,0.91235,14.87728,2.975,3.175,327,-1.00,0.00002,1605,1426,11,126,0,42
107,540.0,105,650,0.91191,14.87839,2.976,2.925,284,-1.00,0.00002,1620,1439,11,128,0,42
108,545.0,105,652,0.91160,14.86933,2.974,3.025,294,-1.00,0.00002,1635,1454,11,130,0,40
109,550.0,105,649,0.91207,14.85064,2.970,2.825,379,-1.00,0.00002,1650,1473,11,131,0,35
110,555.0,105,647,0.91166,14.84859,2.970,2.925,330,-1.00,0.00002,1665,1486,11,133,0,35
111,560.0,105,644,0.91153,14.83601,2.967,3.200,263,-1.00,0.00002,1680,1494,11,134,0,41
